aggregation,source,source_role,generation_seed,baseline,api_group,category,n_total,n_known,n_true,n_false,n_unknown,failure_rate_known,failure_rate_total_lower_bound
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,normalization_activation_and_loss,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,normalization_activation_and_loss,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,normalization_activation_and_loss,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,normalization_activation_and_loss,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,syntax_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,missing_import,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,index_or_bounds_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,undefined_name_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,argument_signature_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,dependency_import_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,setup_or_environment_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,resource_exhaustion,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,runtime_error_other,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,assertion_failure,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,timeout,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,missing_oracle,12,12,12,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,oracle_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,fake_assertion,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,reduction_and_statistics,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,syntax_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,missing_import,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,index_or_bounds_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,undefined_name_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,argument_signature_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,dependency_import_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,setup_or_environment_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,resource_exhaustion,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,runtime_error_other,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,assertion_failure,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,timeout,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,missing_oracle,12,12,12,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,oracle_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,fake_assertion,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,shape_and_composition,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,syntax_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,missing_import,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,index_or_bounds_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,undefined_name_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,argument_signature_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,dependency_import_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,setup_or_environment_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,resource_exhaustion,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,runtime_error_other,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,assertion_failure,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,timeout,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,missing_oracle,12,12,12,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,oracle_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,fake_assertion,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,sparse,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,syntax_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,missing_import,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,shape_or_dtype_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,index_or_bounds_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,undefined_name_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,argument_signature_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,dependency_import_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,setup_or_environment_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,resource_exhaustion,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,runtime_error_other,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,assertion_failure,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,timeout,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,missing_oracle,12,12,12,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,oracle_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,fake_assertion,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B0,tensor_creation,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,syntax_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,missing_import,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,shape_or_dtype_error,12,12,1,11,0,0.08333333333333333,0.08333333333333333
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,index_or_bounds_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,undefined_name_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,argument_signature_error,12,12,1,11,0,0.08333333333333333,0.08333333333333333
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,dependency_import_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,setup_or_environment_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,resource_exhaustion,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,runtime_error_other,12,12,1,11,0,0.08333333333333333,0.08333333333333333
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,assertion_failure,12,12,1,11,0,0.08333333333333333,0.08333333333333333
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,timeout,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,missing_oracle,12,12,8,4,0,0.6666666666666666,0.6666666666666666
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,oracle_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,fake_assertion,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,autograd_transform_compile_and_export,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,syntax_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,missing_import,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,shape_or_dtype_error,12,12,1,11,0,0.08333333333333333,0.08333333333333333
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,index_or_bounds_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,undefined_name_error,12,12,1,11,0,0.08333333333333333,0.08333333333333333
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,argument_signature_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,dependency_import_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,setup_or_environment_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,resource_exhaustion,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,runtime_error_other,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,assertion_failure,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,timeout,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,missing_oracle,12,12,12,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,oracle_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,fake_assertion,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,convolution_and_pooling,nondeterministic_failure,12,0,0,0,12,,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,syntax_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,wrong_or_missing_target_api,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,missing_import,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,shape_or_dtype_error,12,12,1,11,0,0.08333333333333333,0.08333333333333333
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,index_or_bounds_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,undefined_name_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,argument_signature_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,dependency_import_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,setup_or_environment_error,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,resource_exhaustion,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,runtime_error_other,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,assertion_failure,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,timeout,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,missing_oracle,12,12,12,0,0,1.0,1.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,oracle_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,fake_assertion,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,broad_exception_swallowing,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,target_not_executed,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,truncated_generation,12,12,0,12,0,0.0,0.0
baseline_group,campaign_combined,campaign_combined,__ALL__,B1,fft_and_spectral,nondeterministic_failure,12,0,0,0,12,,0.0
